,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
1526,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.0,0.0,0.0,0.0,0.0009799118079372856,0.0,0.0,0.0001208495724946373,1.0,0.0,0.0,0.0017667844522968198,0.16666666666666666,0.002372479240806643,0.0,0.00816326530612245,0.0,0.0012903225806451613,0.0,0.0015082956259426848
3057,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.00603392072927e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592249,0.0030165912518853697
4507,0.02097902097902098,0.05405405405405406,0.010752688172043012,0.0,0.021052631578947368,0.02097902097902098,0.2814070351758794,0.02112676056338028,0.2857142857142857,0.02631578947368421,1.0,0.029619181946403384,0.0,0.0,0.009523809523809525,0.07692307692307693,0.014808789578822715,0.11244167088322932,0.003287226900654923,0.014492753623188408,0.02645761881430671,0.025,0.00328725362924272,0.014960572826973625,0.23469387755102042,0.02097902097902098,0.021052631578947368,0.03180212014134275,0.14666666666666667,0.028469750889679714,0.025041736227045076,0.036734693877551024,0.17045454545454544,0.01032258064516129,0.8650585385547033,0.010558069381598794
2654,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.016148518522948838,0.011244167088322932,3.5847911174080696e-05,0.001811594202898551,0.004409603135717786,0.25,3.584791307789226e-05,0.0016314692286776035,1.0,0.0,0.0,0.0017667844522968198,0.08333333333333333,0.004744958481613286,0.004173622704507512,0.0163265306122449,0.045454545454545456,0.003870967741935484,0.5046427129592249,0.0030165912518853697
5006,0.0,0.02702702702702703,0.005376344086021506,0.0,0.0,0.0,0.12060301507537688,0.0,0.0,0.0,1.0,0.0028208744710860366,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011196306175911195,0.023444088379153315,0.0001078756586257058,0.001811594202898551,0.006369426751592357,0.12,0.00010790221836445568,0.0023565666636454273,1.0,0.0,0.0,0.0035335689045936395,0.05666666666666667,0.005931198102016607,0.00667779632721202,0.012244897959183673,0.056818181818181816,0.0064516129032258064,0.7569640694388373,0.006033182503770739
601,0.027972027972027972,0.02702702702702703,0.03046594982078853,0.34234234234234234,0.028070175438596492,0.027972027972027972,0.10050251256281406,0.028169014084507043,0.2857142857142857,0.017543859649122806,0.5698924731182796,0.028208744710860368,0.0,0.0,0.06666666666666667,0.23076923076923078,0.02065814184380196,0.11480294597177715,0.004778095056870454,0.021739130434782608,0.03674669279764821,0.025,0.004778048841108666,0.02130154989576724,0.18367346938775514,0.027972027972027972,0.028070175438596492,0.028268551236749116,0.02666666666666667,0.04151838671411625,0.0333889816360601,0.04897959183673469,0.1590909090909091,0.08129032258064516,0.8953371013322567,0.03619909502262444
3079,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.00927044581872989,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0,0.08333333333333333,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.003870967741935484,0.5046427129592249,0.0030165912518853697
3689,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.07692307692307693,0.011758513857821265,0.011244167088322932,2.6089313132247617e-05,0.001811594202898551,0.0034296913277804997,0.25,2.6049483503268375e-05,0.0011873470497598113,1.0,0.0,0.0,0.0017667844522968198,0.08333333333333333,0.0035587188612099642,0.00333889816360601,0.012244897959183673,0.045454545454545456,0.003870967741935484,0.5046427129592249,0.0030165912518853697
2126,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.00927044581872989,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0,0.11,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.0025806451612903226,0.5046427129592249,0.0030165912518853697
976,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.009569492458043756,0.016866250632484397,4.779721489877426e-05,0.001811594202898551,0.0039196472317491425,0.165,4.7797217437189676e-05,0.0014501948699356475,1.0,0.0,0.0,0.0017667844522968198,0.08333333333333333,0.002372479240806643,0.005008347245409015,0.00816326530612245,0.06818181818181818,0.003870967741935484,0.5046427129592249,0.0030165912518853697
